"game_date","pitch_speed","player_name","events","home_team","away_team","inning_topbot","location_x","location_y","atBatTeam"
"2023-03-30",90.5,"Turner, Justin","single","BOS","BAL","Bot",-44.22,91.66,"BOS"
"2023-03-30",78.2,"Devers, Rafael","single","BOS","BAL","Bot",-76.26,91.08,"BOS"
"2023-03-30",91.1,"Hernández, Enrique","force_out","BOS","BAL","Bot",-11.21,42.29,"BOS"
"2023-03-30",89.7,"McGuire, Reese","single","BOS","BAL","Bot",19.05,87.31,"BOS"
"2023-03-30",92.2,"Casas, Triston","walk","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",80.3,"Duvall, Adam","single","BOS","BAL","Bot",-89.24,109.59,"BOS"
"2023-03-30",88.7,"Yoshida, Masataka","hit_by_pitch","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",90.4,"Turner, Justin","field_out","BOS","BAL","Bot",-8.41,44.52,"BOS"
"2023-03-30",82.1,"Devers, Rafael","double","BOS","BAL","Bot",73.13,122.78,"BOS"
"2023-03-30",84.2,"Verdugo, Alex","field_out","BOS","BAL","Bot",29.19,31.78,"BOS"
"2023-03-30",84.6,"Hernández, Enrique","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",87.7,"McGuire, Reese","field_out","BOS","BAL","Bot",-39.34,77.87,"BOS"
"2023-03-30",82.2,"Arroyo, Christian","field_out","BOS","BAL","Bot",-12.05,41.49,"BOS"
"2023-03-30",84.8,"Casas, Triston","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",87,"Duvall, Adam","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",79.7,"Duvall, Adam","field_out","BOS","BAL","Bot",-44.83,36.46,"BOS"
"2023-03-30",96.9,"Yoshida, Masataka","force_out","BOS","BAL","Bot",-5.63,46.36,"BOS"
"2023-03-30",84.2,"Yoshida, Masataka","field_out","BOS","BAL","Bot",29.19,45.13,"BOS"
"2023-03-30",90.8,"Arroyo, Christian","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",85.6,"Turner, Justin","single","BOS","BAL","Bot",-37.1,33.13,"BOS"
"2023-03-30",80.2,"Arroyo, Christian","double","BOS","BAL","Bot",-60.83,110.75,"BOS"
"2023-03-30",94.8,"Casas, Triston","sac_fly","BOS","BAL","Bot",18.74,109.43,"BOS"
"2023-03-30",99.2,"Devers, Rafael","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",95,"Duvall, Adam","hit_by_pitch","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",93.8,"Casas, Triston","field_out","BOS","BAL","Bot",23.31,22.96,"BOS"
"2023-03-30",95.3,"Yoshida, Masataka","single","BOS","BAL","Bot",84.22,80.94,"BOS"
"2023-03-30",92,"Turner, Justin","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",94.8,"Turner, Justin","walk","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",95.2,"Verdugo, Alex","single","BOS","BAL","Bot",-35.32,123.07,"BOS"
"2023-03-30",95.6,"Verdugo, Alex","field_out","BOS","BAL","Bot",40.06,37.2,"BOS"
"2023-03-30",97.2,"Tapia, Raimel","walk","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",93.1,"Duvall, Adam","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",96.8,"Hernández, Enrique","field_out","BOS","BAL","Bot",43.41,60.13,"BOS"
"2023-03-30",84.3,"Wong, Connor","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-03-30",83.3,"Devers, Rafael","field_out","BOS","BAL","Bot",25.55,29.96,"BOS"
"2023-03-30",96.1,"Wong, Connor","field_out","BOS","BAL","Bot",19.75,49.92,"BOS"
"2023-03-30",90.7,"Yoshida, Masataka","single","BOS","BAL","Bot",31.94,100.78,"BOS"
"2023-03-30",92.1,"Verdugo, Alex","triple","BOS","BAL","Bot",-31.01,144.7,"BOS"
"2023-04-01",96.5,"Casas, Triston","field_out","BOS","BAL","Bot",-35.97,132.81,"BOS"
"2023-04-01",90.8,"Duvall, Adam","home_run","BOS","BAL","Bot",-83.87,144.83,"BOS"
"2023-04-01",86.9,"Yoshida, Masataka","field_out","BOS","BAL","Bot",27.86,152.58,"BOS"
"2023-04-01",83.2,"Turner, Justin","double","BOS","BAL","Bot",-82.83,93.49,"BOS"
"2023-04-01",97.4,"Devers, Rafael","single","BOS","BAL","Bot",33.57,119.23,"BOS"
"2023-04-01",90.4,"Verdugo, Alex","home_run","BOS","BAL","Bot",71.2,154.08,"BOS"
"2023-04-01",94.5,"Hernández, Enrique","walk","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",79.1,"McGuire, Reese","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",80,"Arroyo, Christian","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",77.5,"Hernández, Enrique","home_run","BOS","BAL","Bot",-89.03,131.08,"BOS"
"2023-04-01",91.8,"Casas, Triston","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",77.2,"McGuire, Reese","field_out","BOS","BAL","Bot",20.64,48.18,"BOS"
"2023-04-01",96.9,"Casas, Triston","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",94.1,"Duvall, Adam","triple","BOS","BAL","Bot",22.4,161.17,"BOS"
"2023-04-01",98,"Hernández, Enrique","field_out","BOS","BAL","Bot",-30.49,96.75,"BOS"
"2023-04-01",97.7,"Duvall, Adam","double","BOS","BAL","Bot",96.34,99.59,"BOS"
"2023-04-01",83.6,"Yoshida, Masataka","field_out","BOS","BAL","Bot",21.66,26.3,"BOS"
"2023-04-01",78.3,"Arroyo, Christian","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",99.7,"Duvall, Adam","home_run","BOS","BAL","Bot",-66.2,130.61,"BOS"
"2023-04-01",99.3,"Yoshida, Masataka","field_error","BOS","BAL","Bot",-60.71,73.1,"BOS"
"2023-04-01",85.5,"Yoshida, Masataka","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",90.8,"Yoshida, Masataka","field_out","BOS","BAL","Bot",21.6,45.06,"BOS"
"2023-04-01",89.6,"Casas, Triston","walk","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",99.7,"Turner, Justin","field_out","BOS","BAL","Bot",-8.81,50.72,"BOS"
"2023-04-01",98.3,"McGuire, Reese","field_out","BOS","BAL","Bot",25.72,29.86,"BOS"
"2023-04-01",90.7,"Turner, Justin","field_out","BOS","BAL","Bot",63.27,110.67,"BOS"
"2023-04-01",85.1,"Turner, Justin","single","BOS","BAL","Bot",-30.62,90.53,"BOS"
"2023-04-01",91.2,"Turner, Justin","hit_by_pitch","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",96.3,"Hernández, Enrique","hit_by_pitch","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",96,"Devers, Rafael","single","BOS","BAL","Bot",-23.6,74.92,"BOS"
"2023-04-01",94.4,"Verdugo, Alex","field_out","BOS","BAL","Bot",29.78,45.63,"BOS"
"2023-04-01",93.9,"Duvall, Adam","field_out","BOS","BAL","Bot",-20.83,97.51,"BOS"
"2023-04-01",86.7,"Devers, Rafael","field_out","BOS","BAL","Bot",-72.15,80.6,"BOS"
"2023-04-01",98.2,"Arroyo, Christian","field_out","BOS","BAL","Bot",80.86,108.03,"BOS"
"2023-04-01",97.6,"McGuire, Reese","field_out","BOS","BAL","Bot",-12.37,54.28,"BOS"
"2023-04-01",96.5,"Devers, Rafael","double","BOS","BAL","Bot",-74.78,76.69,"BOS"
"2023-04-01",88.4,"Devers, Rafael","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",85.9,"Verdugo, Alex","field_out","BOS","BAL","Bot",24.7,40.04,"BOS"
"2023-04-01",81.3,"Verdugo, Alex","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-01",83.2,"Tapia, Raimel","field_out","BOS","BAL","Bot",-12.88,51.74,"BOS"
"2023-04-01",92.4,"Verdugo, Alex","field_out","BOS","BAL","Bot",-21.02,103.88,"BOS"
"2023-04-02",89.5,"Yoshida, Masataka","single","BOS","BAL","Bot",0.129999999999995,89.5,"BOS"
"2023-04-02",80.7,"Turner, Justin","single","BOS","BAL","Bot",-14.4,46.65,"BOS"
"2023-04-02",75.3,"Devers, Rafael","single","BOS","BAL","Bot",-8.38,128.4,"BOS"
"2023-04-02",83.2,"Refsnyder, Rob","field_out","BOS","BAL","Bot",-9.32000000000001,45.63,"BOS"
"2023-04-02",90.9,"Wong, Connor","field_out","BOS","BAL","Bot",35.45,79.87,"BOS"
"2023-04-02",90.4,"Hernández, Enrique","field_out","BOS","BAL","Bot",26.44,101.47,"BOS"
"2023-04-02",91.2,"Arroyo, Christian","field_out","BOS","BAL","Bot",13.02,126.03,"BOS"
"2023-04-02",75.2,"Verdugo, Alex","single","BOS","BAL","Bot",9.02999999999999,101.2,"BOS"
"2023-04-02",84,"Duvall, Adam","double","BOS","BAL","Bot",-73.43,66.6,"BOS"
"2023-04-02",91.7,"Yoshida, Masataka","field_out","BOS","BAL","Bot",-15.41,21.72,"BOS"
"2023-04-02",90.3,"Turner, Justin","field_out","BOS","BAL","Bot",1.42,141.38,"BOS"
"2023-04-02",84.8,"Devers, Rafael","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-02",90.6,"Refsnyder, Rob","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-02",83,"Chang, Yu","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-02",89.1,"Verdugo, Alex","single","BOS","BAL","Bot",45.44,81.15,"BOS"
"2023-04-02",83.3,"Wong, Connor","field_out","BOS","BAL","Bot",19.12,53.27,"BOS"
"2023-04-02",95.6,"Duvall, Adam","field_out","BOS","BAL","Bot",-15.41,26.81,"BOS"
"2023-04-02",90.9,"Hernández, Enrique","home_run","BOS","BAL","Bot",-90.25,116.42,"BOS"
"2023-04-02",92.4,"Arroyo, Christian","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-02",95.1,"Yoshida, Masataka","walk","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-02",89.2,"Turner, Justin","field_out","BOS","BAL","Bot",76.54,111.05,"BOS"
"2023-04-02",82.9,"Devers, Rafael","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-02",90.9,"Turner, Justin","field_out","BOS","BAL","Bot",-15.75,149.32,"BOS"
"2023-04-02",91.4,"Verdugo, Alex","walk","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-02",94.7,"Refsnyder, Rob","field_out","BOS","BAL","Bot",-44.82,76.66,"BOS"
"2023-04-02",76.8,"Duvall, Adam","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-02",95.8,"Wong, Connor","field_out","BOS","BAL","Bot",-16.94,23.75,"BOS"
"2023-04-02",80,"Hernández, Enrique","strikeout","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-02",90.7,"Yoshida, Masataka","field_out","BOS","BAL","Bot",16.07,16.63,"BOS"
"2023-04-02",90.1,"Devers, Rafael","field_out","BOS","BAL","Bot",24.2,23.75,"BOS"
"2023-04-02",91.1,"Turner, Justin","walk","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-02",91.4,"Refsnyder, Rob","walk","BOS","BAL","Bot",NA,NA,"BOS"
"2023-04-02",95.4,"Verdugo, Alex","field_error","BOS","BAL","Bot",-28.67,68.3,"BOS"
"2023-04-02",92.9,"Verdugo, Alex","field_out","BOS","BAL","Bot",-25.73,43.26,"BOS"
"2023-04-02",90.8,"Devers, Rafael","single","BOS","BAL","Bot",39.91,91.02,"BOS"
"2023-04-02",97.9,"Duvall, Adam","single","BOS","BAL","Bot",-25.57,99.06,"BOS"
"2023-04-02",93.8,"Duvall, Adam","double","BOS","BAL","Bot",-43.43,108.59,"BOS"
"2023-04-02",74.6,"Refsnyder, Rob","single","BOS","BAL","Bot",-24.56,55.3,"BOS"
"2023-04-02",96.4,"Wong, Connor","field_out","BOS","BAL","Bot",58.77,78.5,"BOS"
"2023-04-02",93.6,"Hernández, Enrique","single","BOS","BAL","Bot",62.39,75.74,"BOS"
"2023-04-02",92.1,"Casas, Triston","single","BOS","BAL","Bot",39.75,88.85,"BOS"
"2023-04-02",93.9,"Yoshida, Masataka","single","BOS","BAL","Bot",-39.57,122,"BOS"
"2023-04-03",89.3,"Arroyo, Christian","walk","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",89.5,"Casas, Triston","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",88.8,"Duvall, Adam","single","BOS","PIT","Bot",-7.05,5.77000000000001,"BOS"
"2023-04-03",78.6,"Yoshida, Masataka","field_out","BOS","PIT","Bot",33.79,35.27,"BOS"
"2023-04-03",80.4,"Turner, Justin","field_out","BOS","PIT","Bot",-44.74,91.1,"BOS"
"2023-04-03",90.5,"Verdugo, Alex","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",88.5,"Wong, Connor","double","BOS","PIT","Bot",-79.74,80.94,"BOS"
"2023-04-03",87.7,"Hernández, Enrique","field_out","BOS","PIT","Bot",55.84,70.73,"BOS"
"2023-04-03",79.7,"Arroyo, Christian","field_out","BOS","PIT","Bot",1.37,11.29,"BOS"
"2023-04-03",87.6,"Casas, Triston","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",88.6,"Duvall, Adam","walk","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",88.8,"Yoshida, Masataka","field_out","BOS","PIT","Bot",5.01000000000001,34.41,"BOS"
"2023-04-03",87.1,"Turner, Justin","field_out","BOS","PIT","Bot",-23.4,42.29,"BOS"
"2023-04-03",88.1,"Devers, Rafael","field_out","BOS","PIT","Bot",23.31,46.36,"BOS"
"2023-04-03",86.8,"Verdugo, Alex","single","BOS","PIT","Bot",65.44,90.1,"BOS"
"2023-04-03",87.9,"Wong, Connor","field_out","BOS","PIT","Bot",-18.83,39.74,"BOS"
"2023-04-03",78.7,"Hernández, Enrique","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",87.9,"Arroyo, Christian","field_out","BOS","PIT","Bot",-24.76,124.67,"BOS"
"2023-04-03",89.2,"Casas, Triston","home_run","BOS","PIT","Bot",100.56,100.48,"BOS"
"2023-04-03",89,"Yoshida, Masataka","walk","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",98.6,"Duvall, Adam","field_out","BOS","PIT","Bot",-17.81,44.32,"BOS"
"2023-04-03",82.3,"Wong, Connor","field_out","BOS","PIT","Bot",-23.9,28.04,"BOS"
"2023-04-03",82.8,"Hernández, Enrique","field_out","BOS","PIT","Bot",25.25,65.82,"BOS"
"2023-04-03",86.8,"Duvall, Adam","walk","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",92.7,"Arroyo, Christian","field_out","BOS","PIT","Bot",47.45,83.06,"BOS"
"2023-04-03",96.4,"Yoshida, Masataka","field_out","BOS","PIT","Bot",33.46,29.06,"BOS"
"2023-04-03",94.8,"Turner, Justin","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",77.1,"Refsnyder, Rob","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",84,"Casas, Triston","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",83.9,"Turner, Justin","walk","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",86.1,"Wong, Connor","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",93.3,"Devers, Rafael","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",96.2,"Yoshida, Masataka","home_run","BOS","PIT","Bot",-58.69,145.63,"BOS"
"2023-04-03",76.4,"Hernández, Enrique","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",87.8,"Turner, Justin","field_error","BOS","PIT","Bot",32.15,134.28,"BOS"
"2023-04-03",95.9,"Devers, Rafael","home_run","BOS","PIT","Bot",-14.68,170.14,"BOS"
"2023-04-03",91.5,"Devers, Rafael","field_out","BOS","PIT","Bot",19.24,23.97,"BOS"
"2023-04-03",87.9,"Verdugo, Alex","field_out","BOS","PIT","Bot",-39.97,91.7,"BOS"
"2023-04-03",93.5,"Duvall, Adam","single","BOS","PIT","Bot",-41.62,84.83,"BOS"
"2023-04-03",84.7,"Hernández, Enrique","walk","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-03",85.2,"Verdugo, Alex","single","BOS","PIT","Bot",-30.56,27.97,"BOS"
"2023-04-03",83,"Verdugo, Alex","single","BOS","PIT","Bot",-32.99,92.65,"BOS"
"2023-04-03",91.6,"Tapia, Raimel","single","BOS","PIT","Bot",21.91,35.92,"BOS"
"2023-04-03",95.2,"Casas, Triston","field_out","BOS","PIT","Bot",24.83,45.34,"BOS"
"2023-04-04",94.3,"Yoshida, Masataka","field_error","BOS","PIT","Bot",-12.74,46.36,"BOS"
"2023-04-04",93.2,"Turner, Justin","walk","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-04",80.2,"Devers, Rafael","field_out","BOS","PIT","Bot",16.71,54.49,"BOS"
"2023-04-04",82.9,"Verdugo, Alex","field_out","BOS","PIT","Bot",62.97,95.64,"BOS"
"2023-04-04",83.5,"Chang, Yu","field_out","BOS","PIT","Bot",-16.8,32.11,"BOS"
"2023-04-04",94.1,"McGuire, Reese","double","BOS","PIT","Bot",-74.39,83.27,"BOS"
"2023-04-04",94.1,"Hernández, Enrique","field_out","BOS","PIT","Bot",67.93,89.64,"BOS"
"2023-04-04",76.9,"Casas, Triston","field_out","BOS","PIT","Bot",-11.55,70.74,"BOS"
"2023-04-04",82.1,"Duvall, Adam","field_out","BOS","PIT","Bot",-34.54,39.17,"BOS"
"2023-04-04",82.3,"Yoshida, Masataka","field_out","BOS","PIT","Bot",25.84,35.16,"BOS"
"2023-04-04",94.4,"Turner, Justin","field_out","BOS","PIT","Bot",-5.63,47.37,"BOS"
"2023-04-04",95.7,"Devers, Rafael","field_out","BOS","PIT","Bot",30.92,31.1,"BOS"
"2023-04-04",77.2,"Verdugo, Alex","field_out","BOS","PIT","Bot",19.24,39.23,"BOS"
"2023-04-04",77,"Chang, Yu","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-04",81.5,"McGuire, Reese","field_out","BOS","PIT","Bot",37.01,29.06,"BOS"
"2023-04-04",81.9,"Hernández, Enrique","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-04",88.1,"McGuire, Reese","double","BOS","PIT","Bot",79.66,88.82,"BOS"
"2023-04-04",94.2,"Casas, Triston","field_out","BOS","PIT","Bot",36.27,124.08,"BOS"
"2023-04-04",97,"Turner, Justin","field_out","BOS","PIT","Bot",-9.18000000000001,49.92,"BOS"
"2023-04-04",81.6,"Devers, Rafael","field_out","BOS","PIT","Bot",-33.53,145.7,"BOS"
"2023-04-04",84.9,"Hernández, Enrique","field_out","BOS","PIT","Bot",-54.59,55.35,"BOS"
"2023-04-04",82.5,"Duvall, Adam","field_out","BOS","PIT","Bot",12.65,-17.73,"BOS"
"2023-04-04",76.6,"Yoshida, Masataka","field_out","BOS","PIT","Bot",10.61,36.18,"BOS"
"2023-04-04",85.2,"Casas, Triston","field_out","BOS","PIT","Bot",11.12,29.06,"BOS"
"2023-04-04",91.3,"Hernández, Enrique","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-04",94.8,"Turner, Justin","single","BOS","PIT","Bot",63.41,80.43,"BOS"
"2023-04-04",96.8,"Verdugo, Alex","field_out","BOS","PIT","Bot",-14.61,122.34,"BOS"
"2023-04-04",95.3,"Casas, Triston","field_out","BOS","PIT","Bot",-8.67,84.32,"BOS"
"2023-04-04",83.5,"Duvall, Adam","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-04",95.1,"Arroyo, Christian","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-04",81.5,"Devers, Rafael","field_out","BOS","PIT","Bot",56.57,135.54,"BOS"
"2023-04-04",95.3,"Duvall, Adam","field_out","BOS","PIT","Bot",-8.68000000000001,9.22,"BOS"
"2023-04-04",95.4,"Yoshida, Masataka","field_error","BOS","PIT","Bot",39.9,34.05,"BOS"
"2023-04-04",94.8,"Verdugo, Alex","single","BOS","PIT","Bot",34.62,126.6,"BOS"
"2023-04-05",96.3,"McGuire, Reese","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-05",95.3,"Tapia, Raimel","single","BOS","PIT","Bot",-6.36,38.46,"BOS"
"2023-04-05",92.8,"Arroyo, Christian","single","BOS","PIT","Bot",-2.76000000000001,57.09,"BOS"
"2023-04-05",96,"Casas, Triston","double","BOS","PIT","Bot",-76.41,99.3,"BOS"
"2023-04-05",90.3,"Yoshida, Masataka","field_out","BOS","PIT","Bot",33.11,36.43,"BOS"
"2023-04-05",91.9,"Turner, Justin","field_out","BOS","PIT","Bot",20.46,42.51,"BOS"
"2023-04-05",95.2,"Devers, Rafael","double_play","BOS","PIT","Bot",-2.42,63.48,"BOS"
"2023-04-05",93.3,"Verdugo, Alex","walk","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-05",82.9,"Wong, Connor","field_out","BOS","PIT","Bot",-14.44,19.22,"BOS"
"2023-04-05",95.9,"Chang, Yu","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-05",81.2,"Tapia, Raimel","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-05",95.9,"Arroyo, Christian","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-05",96.8,"Casas, Triston","field_out","BOS","PIT","Bot",-19.52,30.87,"BOS"
"2023-04-05",91.9,"Yoshida, Masataka","field_out","BOS","PIT","Bot",15.52,52.56,"BOS"
"2023-04-05",94.6,"Turner, Justin","field_out","BOS","PIT","Bot",59.43,79.27,"BOS"
"2023-04-05",78.5,"Devers, Rafael","field_out","BOS","PIT","Bot",29.52,63.04,"BOS"
"2023-04-05",78.3,"Verdugo, Alex","field_out","BOS","PIT","Bot",22.99,42,"BOS"
"2023-04-05",78.5,"Wong, Connor","field_out","BOS","PIT","Bot",-13.96,36.94,"BOS"
"2023-04-05",83.3,"Chang, Yu","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-05",91.8,"Tapia, Raimel","field_out","BOS","PIT","Bot",7.8,19.83,"BOS"
"2023-04-05",82.5,"Arroyo, Christian","single","BOS","PIT","Bot",-44.37,92.98,"BOS"
"2023-04-05",78.5,"Casas, Triston","field_out","BOS","PIT","Bot",7.8,13.66,"BOS"
"2023-04-05",91.5,"Yoshida, Masataka","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-05",95.5,"Turner, Justin","walk","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-05",80.9,"Devers, Rafael","field_out","BOS","PIT","Bot",15.95,78.65,"BOS"
"2023-04-05",95.4,"Devers, Rafael","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-05",82.2,"Verdugo, Alex","strikeout","BOS","PIT","Bot",NA,NA,"BOS"
"2023-04-05",91,"Casas, Triston","field_out","BOS","PIT","Bot",-38.7,75.3,"BOS"
"2023-04-05",86.3,"Hernández, Enrique","field_out","BOS","PIT","Bot",34.63,48.07,"BOS"
"2023-04-05",92.8,"Turner, Justin","single","BOS","PIT","Bot",-7.38,106.78,"BOS"
"2023-04-05",77.5,"Verdugo, Alex","field_out","BOS","PIT","Bot",8.98,57.54,"BOS"
"2023-04-06",88.6,"Yoshida, Masataka","walk","DET","BOS","Top",NA,NA,"BOS"
"2023-04-06",91.1,"Turner, Justin","field_out","DET","BOS","Top",-23.01,27.36,"BOS"
"2023-04-06",91.5,"Devers, Rafael","double","DET","BOS","Top",7.98,166.5,"BOS"
"2023-04-06",91.7,"Verdugo, Alex","single","DET","BOS","Top",43.54,95.43,"BOS"
"2023-04-06",90,"Hernández, Enrique","field_out","DET","BOS","Top",12.08,50.69,"BOS"
"2023-04-06",81.3,"McGuire, Reese","strikeout","DET","BOS","Top",NA,NA,"BOS"
"2023-04-06",92.5,"Arroyo, Christian","field_out","DET","BOS","Top",-43.29,99.03,"BOS"
"2023-04-06",91.2,"Casas, Triston","field_out","DET","BOS","Top",-10.25,47.13,"BOS"
"2023-04-06",93.1,"Duvall, Adam","field_out","DET","BOS","Top",8.24999999999999,9.12,"BOS"
"2023-04-06",85.7,"Turner, Justin","hit_by_pitch","DET","BOS","Top",NA,NA,"BOS"
"2023-04-06",92.7,"Devers, Rafael","home_run","DET","BOS","Top",-57.93,150.82,"BOS"
"2023-04-06",94,"Verdugo, Alex","field_out","DET","BOS","Top",-44.25,65.43,"BOS"
"2023-04-06",84.5,"Hernández, Enrique","force_out","DET","BOS","Top",-13.8,37.97,"BOS"
"2023-04-06",92.6,"McGuire, Reese","single","DET","BOS","Top",60.29,78.65,"BOS"
"2023-04-06",81.4,"Casas, Triston","field_out","DET","BOS","Top",-2.23999999999999,141.92,"BOS"
"2023-04-06",92.2,"Arroyo, Christian","walk","DET","BOS","Top",NA,NA,"BOS"
"2023-04-06",83.9,"Duvall, Adam","walk","DET","BOS","Top",NA,NA,"BOS"
"2023-04-06",93.7,"Hernández, Enrique","field_out","DET","BOS","Top",50.12,53.47,"BOS"
"2023-04-06",93.7,"McGuire, Reese","strikeout","DET","BOS","Top",NA,NA,"BOS"
"2023-04-06",93,"Duvall, Adam","field_out","DET","BOS","Top",-64.58,118.2,"BOS"
"2023-04-06",78.2,"Yoshida, Masataka","double","DET","BOS","Top",80.97,79.46,"BOS"
"2023-04-06",92.5,"Yoshida, Masataka","single","DET","BOS","Top",-5.53,16.46,"BOS"
"2023-04-06",84,"Turner, Justin","field_out","DET","BOS","Top",-28.01,36.96,"BOS"
"2023-04-06",94.2,"Arroyo, Christian","field_out","DET","BOS","Top",44.78,56.49,"BOS"
"2023-04-06",94.2,"Casas, Triston","field_out","DET","BOS","Top",-10.76,22.21,"BOS"
"2023-04-06",92.5,"Turner, Justin","field_out","DET","BOS","Top",-65.08,91.94,"BOS"
"2023-04-06",84.4,"Hernández, Enrique","field_out","DET","BOS","Top",-70.64,85.77,"BOS"
"2023-04-06",82.6,"Devers, Rafael","strikeout","DET","BOS","Top",NA,NA,"BOS"
"2023-04-06",94.9,"Duvall, Adam","home_run","DET","BOS","Top",-43.23,161.21,"BOS"
"2023-04-06",92.6,"McGuire, Reese","walk","DET","BOS","Top",NA,NA,"BOS"
"2023-04-06",93.2,"Devers, Rafael","field_out","DET","BOS","Top",33.67,55.2,"BOS"
"2023-04-06",83.8,"Verdugo, Alex","field_out","DET","BOS","Top",-4.67,53.23,"BOS"
"2023-04-06",92.5,"Verdugo, Alex","field_out","DET","BOS","Top",-54.49,82.48,"BOS"
"2023-04-08",87.4,"Turner, Justin","field_out","DET","BOS","Top",37.56,126.08,"BOS"
"2023-04-08",84.7,"Refsnyder, Rob","walk","DET","BOS","Top",NA,NA,"BOS"
"2023-04-08",82.1,"Chang, Yu","field_out","DET","BOS","Top",52.5,86.34,"BOS"
"2023-04-08",86.5,"Refsnyder, Rob","single","DET","BOS","Top",-3.65000000000001,114.24,"BOS"
"2023-04-08",84.4,"Wong, Connor","single","DET","BOS","Top",18.09,102.46,"BOS"
"2023-04-08",94.1,"Verdugo, Alex","field_out","DET","BOS","Top",3.77999999999999,16.78,"BOS"
"2023-04-08",84.6,"Duvall, Adam","force_out","DET","BOS","Top",-1.64,16.61,"BOS"
